route,comparison_group,baseline_avg_fare,baseline_avg_distance,baseline_distance_2,baseline_num_carriers,baseline_hhi,baseline_hub_route,baseline_n_legacy_carriers,baseline_legacy_carrier_share,baseline_n_lcc_carriers,baseline_avg_delay,baseline_delay_15_rate,baseline_cancellation_rate,baseline_avg_scheduled_flights,baseline_avg_seat_capacity,baseline_load_factor,baseline_route_size
13930-11109,Treated (Future Entry Routes),288.3868582571093,911,911,2,7473.596703134231,1,0,0,0,27.865440893654174,45.138898932646065,0.8848822539971049,288,17232,85.76485608170844,14779
13930-11111,Control (Never-Treated Routes),174.86309523809524,315,315,1,10000,1,0,0,0,20.05951037665099,33.29307463007436,0.5388614927514299,91,4544,85.67341549295774,3893
13930-11146,Control (Never-Treated Routes),249.33666666666664,416,416,1,10000,1,0,0,0,19.4606360483649,34.79647319229645,3.515051968941906,163,8150,65.01840490797545,5299
13930-11193,Control (Never-Treated Routes),317.91347066873954,265,265,5,2586.8605930071535,0,0,0,0,20.58032413944631,27.504179022993874,3.6456576092562845,1000,54080,65.79326923076924,35581
13930-11203,Control (Never-Treated Routes),210.25149997572666,212,212,2,5304.4595357181815,1,0,0,0,20.942446123821682,32.38021914816963,5.53886149275143,380,18236,74.1116472910726,13515
13930-11267,Control (Never-Treated Routes),288.7531905486476,240,240,3,4332.0936861617465,0,0,0,0,16.325860383664587,27.21983096837596,4.676792527234189,556,27730,80.84745762711864,22419
13930-11274,Control (Never-Treated Routes),141.75,147,147,1,10000,1,0,0,0,6.454610174812011,11.774796989347742,2.5796778192820424,48,2382,51.385390428211586,1224
13930-11278,Control (Never-Treated Routes),203.0271489786077,612,612,3,4867.551543157751,0,2,98.19559889518524,0,10.633631413406537,17.384483795916054,2.721146473495974,1528,211233,73.01605336287416,154234
13930-11292,Treated (Future Entry Routes),224.989538682106,888,888,3,6693.653760783353,0,2,93.80474132897349,0,18.249603574955014,32.403882922096905,1.2832783662005616,1210,180270,85.5017473789316,154134
13930-11298,Control (Never-Treated Routes),244.4696311722322,802,802,4,7613.884233108649,1,2,93.14633763789408,0,15.691173019331329,29.631002767589727,3.8374726038625404,1676,216916,88.17699017131055,191270
13930-11337,Control (Never-Treated Routes),164.66429487179485,397,397,1,10000,1,0,0,0,15.559069301597809,24.72641873151529,5.611325260867373,263,13182,67.36458807464724,8880
13930-11423,Control (Never-Treated Routes),192.29223210232033,299,299,5,2891.6272173820385,0,1,8.664252665459667,0,18.977593221277736,29.47621056365991,3.7093842005492017,1130,61758,80.49159623044788,49710
13930-11433,Control (Never-Treated Routes),186.433150595997,235,235,7,2839.604749848505,1,2,40.69619891397542,0,15.128974435044471,23.84416178444966,2.9932353127640168,1557,117293,74.57819307205034,87475
13930-11471,Control (Never-Treated Routes),125.36757575757574,268,268,1,10000,1,0,0,0,16.007901772689014,25.52356083622525,2.7246538424782063,179,8950,52.949720670391066,4739
13930-11540,Treated (Future Entry Routes),227.8139657444217,1236,1236,3,5247.448725406614,1,0,0,0,30.63737989482762,55.685941838045984,1.633752003700335,271,16675,79.95802098950526,13333
13930-11612,Control (Never-Treated Routes),253.48046153846153,273,273,1,10000,0,0,0,0,15.616302151919495,25.540255486601016,7.615784569674506,302,14035,76.93623085144282,10798
13930-11618,Control (Never-Treated Routes),298.1667153860437,719,719,2,7881.70684919278,1,1,87.95857511283043,0,16.793102242318398,24.958962646896083,3.288499698250707,1346,167899,73.90157177827146,124080
13930-11637,Control (Never-Treated Routes),302.722284859162,557,557,2,5101.594226528789,0,0,0,0,20.920871536352976,30.105172378660463,4.28217700077282,541,26984,74.43299733175215,20085
13930-11697,Control (Never-Treated Routes),245.8788810766279,1182,1182,2,5757.766991660354,0,2,100,0,13.462491458290822,27.96848054945618,1.2206796745696118,437,65536,85.86578369140625,56273
13930-11775,Control (Never-Treated Routes),286.7151590216105,462,462,3,4142.538329339645,0,0,0,0,20.190206015693146,32.82815474861968,2.912279214270417,617,30706,79.78245294079333,24498
13930-11823,Control (Never-Treated Routes),154.1966094295046,157,157,2,5038.245535253454,0,0,0,0,16.260608354775126,26.778950445785256,5.52994883677995,533,25428,75.85732263646375,19289
13930-11977,Control (Never-Treated Routes),204.4099445159706,173,173,3,5320.620053457708,1,0,0,0,19.56598653362057,31.01057867981526,5.308598334856693,581,28306,78.76068678018795,22294
13930-11986,Control (Never-Treated Routes),143.5979618350994,137,137,3,6263.4203823177995,0,0,0,0,13.210844375232554,23.891261078564433,3.2880023862222205,290,14596,70.1767607563716,10243
13930-11995,Control (Never-Treated Routes),304.8204195804196,589,589,1,10000,0,0,0,0,24.410873551851765,29.723194380550066,4.231169185059122,313,15650,78.5303514376997,12290
13930-11996,Control (Never-Treated Routes),182.1608823529412,578,578,1,10000,0,0,0,0,10.018811755307205,13.674288882256356,1.8902128441027815,73,3650,79.86301369863014,2915
13930-12197,Control (Never-Treated Routes),345.9637908496732,738,738,1,10000,1,0,0,0,17.768354348847225,24.647555616481746,4.574735932213312,216,10800,80.76851851851852,8723
13930-12217,Control (Never-Treated Routes),287.64457116265754,510,510,2,5439.240354979276,0,0,0,0,23.62989822409766,32.88334710269977,2.4996458064769205,253,12524,61.96103481315873,7760
13930-12264,Treated (Future Entry Routes),222.06109303722457,589,589,2,9488.655978498518,1,1,97.3743389320554,0,15.571774465704403,25.265760110840812,2.409609792071158,583,88167,73.13280479090817,64479
13930-12266,Control (Never-Treated Routes),311.8287376800881,925,925,2,8279.823374264442,1,1,90.49582308253805,0,21.813836835098105,37.34255621884711,1.4404392538333235,1323,181561,81.49106911726636,147956
13930-12278,Control (Never-Treated Routes),224.0463099588206,588,588,3,4399.487043299499,0,0,0,0,24.64202309446541,37.78205067763553,5.031615115939835,659,32218,84.220001241542,27134
13930-12339,Control (Never-Treated Routes),188.89168561754693,177,177,3,4001.996828002762,0,0,0,0,14.816021341716437,24.133225722253655,3.7646679443643327,272,14214,77.61362037427888,11032
13930-12441,Control (Never-Treated Routes),447.38094339622637,1162,1162,1,10000,1,1,100,0,32.125444442585064,47.57878891578865,0.5388614927514299,13,2366,93.15300084530854,2204
13930-12448,Control (Never-Treated Routes),213.3271428571429,677,677,1,10000,0,0,0,0,17.855098846152504,26.7872616025222,3.102964056853994,76,3800,80.60526315789474,3063
13930-12451,Treated (Future Entry Routes),222.7668697712379,864,864,4,3287.9131976228423,0,1,40.88094638811981,0,16.042230169320934,25.580748073281207,1.7153320809867243,336,23326,85.16247963645716,19865
13930-12478,Control (Never-Treated Routes),184.32830691898977,740,740,3,3495.0516226559785,0,1,25.74035265976588,1,17.828894467287622,28.05097090183159,2.815569023399416,562,57645,81.95160031225605,47241
13930-12884,Control (Never-Treated Routes),258.0652173913044,179,179,1,10000,1,0,0,0,21.886544451439768,35.579111235911775,5.416910273239235,235,11750,68.18723404255319,8012
13930-12889,Treated (Future Entry Routes),241.77401085454392,1514,1514,2,5012.385672792643,1,2,100,0,20.864922032438585,32.522776180778514,0.9872919860249727,890,133165,87.97882326437126,117157
13930-12892,Treated (Future Entry Routes),239.0517131104725,1744,1744,3,4387.230525671005,0,2,92.8461196129662,1,16.314207838401558,29.3637710518957,1.1458417658925528,1978,311290,89.50881814385299,278632
13930-12945,Control (Never-Treated Routes),236.57839267736395,323,323,2,5256.171920720379,0,0,0,0,19.539983485056297,32.19883275054307,4.110290064180002,516,25259,77.04580545548122,19461
13930-12953,Control (Never-Treated Routes),215.28806795991724,733,733,2,5221.1930134216,0,2,100,0,15.789555134110165,24.41627734543441,2.0255252443911327,2256,310185,80.79565420636072,250616
13930-12992,Control (Never-Treated Routes),237.3007482953936,552,552,2,5077.080542845819,0,0,0,0,20.526760475903377,33.16419683822286,6.44795240184234,623,31749,77.01659894799836,24452
13930-13029,Control (Never-Treated Routes),196.05502857142852,466,466,1,10000,1,0,0,0,24.81342858010312,35.53971816078801,2.408020371256103,315,15750,86.74285714285715,13662
13930-13184,Control (Never-Treated Routes),248.4272727272727,222,222,1,10000,1,0,0,0,16.327347996503935,24.141147831578603,4.298259988992031,256,12848,60.686488169364885,7797
13930-13198,Treated (Future Entry Routes),176.09831767698697,403,403,5,2377.4431457140245,1,2,44.72297910990009,0,22.237978005760066,33.3927074098508,4.185694506187131,1010,76358,79.304067681186,60555
13930-13204,Treated (Future Entry Routes),214.9008237464507,1005,1005,2,5163.945317969219,0,2,100,0,15.47711042798395,26.904990521443334,0.8947333788724264,841,128169,91.45347158829358,117215
13930-13230,Control (Never-Treated Routes),271.5615559782832,594,594,3,3991.5510750507583,0,1,44.40492366717289,0,16.502985823281936,31.27551235505021,3.3757409253755437,411,29165,85.79461683524772,25022
13930-13244,Control (Never-Treated Routes),231.01943954135984,491,491,5,3024.0216192314033,0,0,0,0,15.948357312290083,21.84667269778934,3.931430151879055,603,31939,70.55011114937851,22533
13930-13290,Control (Never-Treated Routes),193.6865671641791,501,501,1,10000,1,0,0,0,17.389625414998903,29.649974615318946,3.332157582136905,174,8165,72.11267605633803,5888
13930-13296,Control (Never-Treated Routes),228.82167330708103,843,843,2,6183.875224138741,1,0,0,0,27.258460978621727,37.27912213961181,4.565707130335324,143,7650,94.10457516339869,7199
13930-13303,Treated (Future Entry Routes),246.10766529234246,1197,1197,4,8019.371574776579,1,2,90.98944610447916,0,14.476658355176168,24.84537081948373,0.6340089713432472,1051,152957,88.83150166386632,135874
13930-13342,Control (Never-Treated Routes),121.7018573662217,67,67,2,8085.171052842347,0,0,0,0,16.990535620387675,27.714819268986705,5.561692542979739,1041,52047,77.91611428132265,40553
13930-13344,Control (Never-Treated Routes),106.76303030303029,118,118,1,10000,1,0,0,0,12.111310714997401,20.104422694107562,7.6426866293634514,170,8500,42.78823529411765,3637
13930-13367,Control (Never-Treated Routes),136.6932761152674,139,139,2,5000.181599547819,0,0,0,0,19.056740448627266,30.648062823135852,4.46043012020241,294,14147,68.02855729129851,9624
13930-13422,Control (Never-Treated Routes),323.9088,779,779,1,10000,1,0,0,0,26.81273541248472,29.685812327159883,0.5388614927514299,92,4600,61.91304347826087,2848
13930-13459,Control (Never-Treated Routes),212.03333333333333,303,303,1,10000,1,0,0,0,21.465803928060815,27.47256180956154,3.6396366865498795,125,6135,58.89160554197229,3613
13930-13485,Control (Never-Treated Routes),148.12577654809252,108,108,4,2903.708761043259,0,0,0,0,17.610351271047996,25.38969638687037,3.8990765465148707,722,38162,78.84544835176354,30089
13930-13487,Treated (Future Entry Routes),157.53799923077213,334,334,7,2869.125072284258,1,3,89.40339991968693,0,16.220068293689177,25.91421500992233,1.9213499720141025,1291,165819,76.59134357341438,127003
13930-13495,Control (Never-Treated Routes),240.4240853988998,837,837,3,4419.809321653842,0,1,57.50999428897773,0,17.620574575609925,29.313312334522596,1.6971626510525881,256,21576,81.15498702261772,17510
13930-13502,Control (Never-Treated Routes),340.7396428571428,1081,1081,1,10000,1,0,0,0,24.43954700668762,51.424942761942496,0.5388614927514299,12,792,92.92929292929293,736
13930-13851,Control (Never-Treated Routes),255.7244441759694,693,693,4,4578.107595756796,0,0,0,0,27.770062763225617,42.63701193614481,2.8159013409487734,516,28937,81.04157307253689,23451
13930-13871,Control (Never-Treated Routes),169.8325762832117,416,416,4,2975.23078925672,0,1,20.409908091291236,0,18.58453890724974,30.061484472847845,3.108954950695355,838,49335,85.34914361001317,42107
13930-13931,Control (Never-Treated Routes),253.8209793374304,717,717,3,4239.370722659284,0,0,0,0,18.740583990157035,31.841324529675607,2.083263037152975,255,14242,80.46622665355989,11460
13930-14006,Control (Never-Treated Routes),146.9956923076923,342,342,1,10000,1,0,0,0,14.747921669738446,26.073904836327838,4.910446192204981,175,8750,63.18857142857143,5529
13930-14027,Treated (Future Entry Routes),267.80383001049324,1144,1144,1,10000,0,1,100,0,14.281069164683764,25.124364727260414,0.5388614927514299,173,24291,79.2474579062204,19250
13930-14057,Treated (Future Entry Routes),268.91464790552516,1739,1739,3,4710.80252239282,0,3,100,0,15.407607589213859,28.201117952187627,0.8299823078897125,687,103065,89.42803085431524,92169
13930-14100,Treated (Future Entry Routes),233.64629124739943,678,678,5,3395.984231779824,1,3,87.85682805515331,0,15.833557702940785,25.347230939011027,2.759541576026933,1410,190694,83.29050730489685,158830
13930-14107,Treated (Future Entry Routes),209.25023800872137,1440,1440,3,3544.0739917717783,0,3,100,0,15.659668624708676,30.393070361579312,0.9669436845322519,1163,184009,89.05325283002462,163866
13930-14108,Control (Never-Treated Routes),177.9578013721872,130,130,3,5079.108783349824,1,0,0,0,19.434085135360835,32.41074824929169,3.362390904516136,414,20406,71.09673625404292,14508
13930-14122,Treated (Future Entry Routes),180.29129686312783,413,413,5,3682.628205472486,0,1,52.77098614506927,0,17.481146350869608,28.120487804594973,3.4314234762225047,707,60478,77.0958034326532,46626
13930-14307,Control (Never-Treated Routes),218.88886467383298,849,849,2,5844.54387461503,1,1,70.5492563687233,0,11.72977689174509,18.062287354952115,1.8994057104385051,145,15128,89.78053939714437,13582
13930-14321,Control (Never-Treated Routes),324.7988889423278,900,900,2,7753.046390766953,0,0,0,0,14.809734943263482,21.78018568423143,3.7821047359946736,179,11442,83.07114140884461,9505
13930-14457,Control (Never-Treated Routes),348.8797058823529,779,779,1,10000,0,0,0,0,15.383615151186799,22.001167807314552,9.749387808540904,69,3450,79.6231884057971,2747
13930-14492,Treated (Future Entry Routes),210.19418145385708,646,646,4,4619.956051102964,0,2,89.06352563635038,0,12.978832018918103,20.506488907925057,1.2077578138216643,594,70632,77.64752520104203,54844
13930-14524,Control (Never-Treated Routes),344.08420085969834,642,642,3,3514.850002815978,0,1,34.137798171564675,0,23.031217483657578,34.26694986836894,3.232464186354124,579,35488,80.44691163210099,28549
13930-14570,Control (Never-Treated Routes),238.84314285714288,1671,1671,1,10000,1,1,100,0,14.595344108136896,28.598855805420754,0.5388614927514299,92,13798,80.54065806638643,11113
13930-14574,Control (Never-Treated Routes),303.5677777777778,531,531,1,10000,1,0,0,0,18.209872209939654,30.69323544486932,0.5388614927514299,41,2050,89.90243902439025,1843
13930-14576,Control (Never-Treated Routes),213.73855639696595,528,528,4,3474.097428657375,0,1,37.14918525549755,0,16.733139704642646,27.77344129463185,3.707875577258472,551,36885,85.685237901586,31605
13930-14633,Control (Never-Treated Routes),181.42414634146343,268,268,1,10000,1,0,0,0,14.900364314379928,29.349622249121982,6.78886149275143,76,3362,66.44854253420583,2234
13930-14635,Treated (Future Entry Routes),247.37480337690883,1120,1120,2,5482.735145941833,0,2,100,0,16.940796893061588,26.90898966676933,0.7979288502643834,385,55225,84.50701674966048,46669
13930-14679,Control (Never-Treated Routes),243.01147299894163,1723,1723,2,5058.682583831401,0,2,100,0,18.552561808969852,38.27097998371306,1.00688021350026,639,98042,90.79782134187388,89020
13930-14683,Treated (Future Entry Routes),241.0920491636228,1041,1041,3,3643.5902050455607,0,0,0,0,23.61760844211953,40.13342205099615,1.211507232661744,444,29190,87.54025351147654,25553
13930-14685,Control (Never-Treated Routes),261.4160070671378,773,773,1,10000,1,0,0,0,18.518904679768763,29.911952057518974,3.9002060305665562,231,11550,86.25108225108225,9962
13930-14696,Control (Never-Treated Routes),138.89895464663326,84,84,2,5457.543875295778,1,0,0,0,18.86666514634215,29.67807024420707,5.602152631991936,450,24704,72.74125647668393,17970
13930-14730,Control (Never-Treated Routes),174.24924291563397,287,287,2,7971.2180875048625,0,0,0,0,20.40023711617833,31.532616197951768,3.7009168287198095,245,12250,88,10780
13930-14747,Treated (Future Entry Routes),244.4012045209852,1721,1721,3,3538.383018803798,0,3,100,0,13.906298950564565,21.765729320157252,0.7175925025816355,1125,176201,88.88371802657193,156614
13930-14771,Treated (Future Entry Routes),254.93905651062164,1846,1846,3,4851.127546162449,0,2,90.3063131022103,1,17.77490048780744,29.302014694702688,0.9815570166077999,2029,330586,86.61619064328193,286341
13930-14783,Control (Never-Treated Routes),276.7903559928898,438,438,2,8110.2351192451015,1,0,0,0,24.835419524317988,33.88088254263835,4.920304791720502,371,17830,77.02748177229388,13734
13930-14831,Control (Never-Treated Routes),265.296094890511,1829,1829,1,10000,1,1,100,0,15.805077309717923,29.834033671033406,0.5388614927514299,176,26400,89.7159090909091,23685
13930-14869,Treated (Future Entry Routes),307.36943731569636,1250,1250,2,7876.023369157801,1,0,0,0,24.047925740378783,37.12405947999209,1.542205974356781,592,41525,84.63335340156533,35144
13930-14893,Control (Never-Treated Routes),320.90910447761183,1781,1781,1,10000,1,1,100,0,17.971598288738903,27.460445720522376,0.5388614927514299,169,25364,91.60227093518372,23234
13930-14908,Control (Never-Treated Routes),266.3239630862981,1726,1726,2,5053.929449114957,0,2,100,0,15.663681059769042,29.16373418494444,0.709801663691601,586,86308,87.78908096584325,75769
13930-14952,Control (Never-Treated Routes),116.50204081632654,174,174,1,10000,1,0,0,0,16.292713749433574,24.590797916199016,6.882145074840983,251,12566,70.44405538755372,8852
13930-14986,Control (Never-Treated Routes),233.15957055214724,1050,1050,1,10000,1,1,100,0,11.716147991909292,20.636765422041016,1.4912424451323825,105,13519,87.86152821954286,11878
13930-15016,Control (Never-Treated Routes),145.51667151887997,258,258,2,8766.685544798544,1,1,93.3974973057119,0,16.65305940854595,27.44016209279856,1.706744704430262,680,87799,76.09198282440575,66808
13930-15048,Control (Never-Treated Routes),168.764,436,436,1,10000,1,0,0,0,19.58540346247748,32.95657428247524,4.068273257457313,164,8188,76.2457254518808,6243
13930-15096,Treated (Future Entry Routes),266.3459004420849,607,607,3,4147.385116910514,0,0,0,0,19.04189941761183,27.851810978646423,3.0812343741073622,691,35525,86.51653764954258,30735
13930-15304,Treated (Future Entry Routes),228.30005205816303,1012,1012,2,5001.406090635719,0,2,100,0,16.252776550704642,24.7969455219908,0.7286148134345419,526,76374,88.22897844816299,67384
13930-15370,Control (Never-Treated Routes),226.66713455937526,585,585,4,3300.338018156919,0,1,22.332925093508987,0,21.33852538439069,35.51487048541059,2.703363657253595,682,42039,71.86422131829967,30211
13930-15376,Control (Never-Treated Routes),234.32629685157423,1437,1437,1,10000,0,1,100,0,23.79883662417396,40.76920505702446,0.5388614927514299,183,25195,84.89779718198055,21390
13930-15380,Control (Never-Treated Routes),229.69042670574433,224,224,2,5005.065309605909,0,0,0,0,17.148289518448667,28.647506493198456,3.656901581838289,438,21654,76.3184631015055,16526
13930-15412,Control (Never-Treated Routes),254.88052596786324,475,475,2,5182.639980252722,0,0,0,0,24.85356554369812,33.76904106448199,3.0884365635729596,696,34879,77.25565526534591,26946
13930-15919,Control (Never-Treated Routes),381.10269426622733,522,522,2,6487.854330002371,1,0,0,0,24.383002227127196,39.07025593039097,4.375178628301302,753,41226,62.293213020909135,25681
13931-10397,Control (Never-Treated Routes),150.71593161425812,516,516,3,6222.407449017291,1,1,77.13161392142204,2,7.459161800495961,11.811330567685138,0.7692762392952088,868,130045,74.06051751316852,96312
13931-10693,Control (Never-Treated Routes),136.44919014084508,585,585,1,10000,1,0,0,1,8.399691934223851,17.729290588029457,0.5388614927514299,92,13144,82.34936092513695,10824
13931-10721,Control (Never-Treated Routes),259.6279069767442,468,468,1,10000,0,0,0,0,12.240142244782854,16.60351419051392,5.3007662546561916,40,2000,65.8,1316
13931-10821,Control (Never-Treated Routes),154.90053639846747,159,159,1,10000,1,0,0,1,13.786786239184048,25.08921097994617,0.890974168807768,288,41100,76.35766423357664,31383
13931-11057,Control (Never-Treated Routes),143.34754053505642,290,290,2,5027.230241405101,1,1,53.68986730148254,0,10.770271443281834,15.387664620306857,3.3909114036248704,545,53764,78.91339930064727,42427
13931-11298,Control (Never-Treated Routes),276.1603071672355,1212,1212,1,10000,1,1,100,0,12.132728140483833,18.624824030816878,6.352814981123522,164,22580,81.6784765279008,18443
13931-11433,Control (Never-Treated Routes),237.72249466690326,529,529,2,6987.329244499906,1,0,0,0,11.43236672452356,10.521969704524272,1.5338863683733206,203,11756,65.37087444709084,7685
13931-11618,Control (Never-Treated Routes),234.11166666666668,284,284,1,10000,1,0,0,0,27.214682253597054,32.540115006147,10.21628084759014,112,5600,76.17857142857143,4266
13931-12264,Control (Never-Treated Routes),195.97031110455637,157,157,3,5442.624719236419,1,0,0,0,14.763647220340824,17.4860861367124,2.6927076465975843,318,17224,78.73316302833257,13561
13931-12266,Control (Never-Treated Routes),336.1486,1201,1201,1,10000,1,0,0,0,16.954210189033727,24.102062390281638,4.197398078117283,79,3950,84.0253164556962,3319
13931-12451,Control (Never-Treated Routes),157.15793769872144,542,542,2,5540.912231423194,0,0,0,2,8.540121719331296,19.815747359643645,0.5388614927514299,86,10784,67.0994065281899,7236
13931-12478,Control (Never-Treated Routes),229.24909672900884,290,290,2,6035.211176035928,0,0,0,0,17.700520297020873,25.555431474420793,2.697134874046394,136,6800,62.117647058823536,4224
13931-12953,Control (Never-Treated Routes),259.5470338983051,296,296,1,10000,0,0,0,0,21.006172723313334,31.90815324515297,5.944266898156836,105,6825,43.018315018315015,2936
13931-13204,Treated (Future Entry Routes),142.1811320754717,655,655,1,10000,0,0,0,1,11.002231372469327,25.31874807167701,0.5388614927514299,113,16093,91.6485428447151,14749
13931-13232,Control (Never-Treated Routes),204.96003086419745,704,704,1,10000,1,0,0,1,20.255373337219833,50.16443856026183,0.5388614927514299,119,17043,82.06888458604705,13987
13931-13303,Control (Never-Treated Routes),189.4175982532751,802,802,1,10000,1,0,0,0,10.777038749917068,16.422240546125526,1.0883120422019796,182,9100,77.50549450549451,7053
13931-13487,Control (Never-Treated Routes),245.9189189189189,1045,1045,1,10000,1,0,0,0,27.76350534002095,35.59160942860916,1.7888614927514301,79,5146,52.54566653711621,2704
13931-13930,Control (Never-Treated Routes),249.11529539547507,717,717,3,4444.8141845773725,0,0,0,0,20.415099114617806,31.55193405765091,4.686326930539448,209,11762,90.18024145553477,10607
13964-14771,Control (Never-Treated Routes),198.23749999999998,412,412,1,10000,1,0,0,0,18.230754355768983,23.235966383989737,2.9010662171608788,124,4400,62.31818181818182,2742
14006-13930,Control (Never-Treated Routes),129.91675,342,342,1,10000,1,0,0,0,10.966869684010295,13.140726977726711,4.934465888355826,174,8700,61.264367816091955,5330
14027-10397,Control (Never-Treated Routes),170.1953601302446,545,545,3,7159.379163252906,1,1,83.45908299477655,2,11.889039553468463,18.836931344245063,0.5388614927514299,1058,166327,88.05245089492385,146455
14027-10821,Control (Never-Treated Routes),194.8810130718954,883,883,1,10000,1,0,0,1,19.880231140603193,44.65638380997743,0.5388614927514299,229,33295,86.54752965910797,28816
14027-11057,Control (Never-Treated Routes),261.5361263736264,590,590,1,10000,1,1,100,0,7.764664377579638,12.893755639206079,0.5388614927514299,497,70732,83.23106938867839,58871
14027-11278,Control (Never-Treated Routes),170.17980582524268,857,857,1,10000,0,1,100,0,6.022880340020952,8.567799904799637,0.5388614927514299,42,5234,87.00802445548338,4554
14027-11298,Control (Never-Treated Routes),258.5272634271101,1102,1102,1,10000,1,1,100,0,10.193075262125596,17.7671679236121,7.4833059371958734,201,30148,79.39498474193977,23936
14027-11433,Control (Never-Treated Routes),225.32660968660966,1086,1086,1,10000,1,1,100,0,7.284785101925714,16.731065210922086,0.5388614927514299,98,15458,83.20610687022901,12862
14027-12266,Control (Never-Treated Routes),285.1608038925538,956,956,2,6865.457496522531,1,1,80.54060818420723,0,4.207277503141518,7.80792148534675,0.5388614927514299,94,10259,77.89258212301394,7991
14027-12391,Treated (Future Entry Routes),186.26038277511958,1052,1052,1,10000,1,0,0,1,25.601892872869144,42.41948490869811,1.0543254102772033,193,27323,85.29444058119533,23305
14027-12892,Control (Never-Treated Routes),261.23421641791055,2330,2330,1,10000,0,1,100,0,10.429384405061601,11.181040322918106,0.5388614927514299,41,6148,79.57059206245933,4892
14027-12953,Control (Never-Treated Routes),191.48853278229316,1035,1035,2,7378.943885427721,0,2,100,0,12.651303845092292,21.105403544098195,1.3619067602411419,482,64347,73.23884563382909,47127
14027-13930,Treated (Future Entry Routes),262.2780573951435,1144,1144,1,10000,0,1,100,0,10.993640573939082,22.47757434088986,0.5388614927514299,171,24001,70.44289821257448,16907
14027-14100,Treated (Future Entry Routes),186.03867557239766,951,951,2,6379.395404568393,1,1,76.26209630406903,1,11.704410853480788,18.57019567871791,1.8127468430699012,310,41980,81.72463077656028,34308
14057-10140,Control (Never-Treated Routes),203.123375,1111,1111,1,10000,1,0,0,1,12.481401079651134,24.43843601531581,1.6258180144905605,91,12965,86.12418048592365,11166
14057-10397,Control (Never-Treated Routes),294.36976832428627,2172,2172,2,6577.668063857248,1,2,100,0,7.5377926207227075,11.424942761942496,0.53886149275143,382,64213,91.78826717331383,58940
14057-10713,Control (Never-Treated Routes),135.04261904761904,344,344,1,10000,0,0,0,0,19.58954700668762,24.75827609527583,0.5388614927514299,30,1520,61.25000000000001,931
14057-10721,Control (Never-Treated Routes),256.64088122605375,2537,2537,1,10000,0,1,100,0,5.874732191872803,10.06691807058447,0.5388614927514299,81,12738,89.75506358926047,11433
14057-10800,Control (Never-Treated Routes),159.8101522070015,817,817,1,10000,1,0,0,0,7.341082456472987,9.57847201646708,2.811588765478703,260,17460,84.55899198167239,14764
14057-11057,Control (Never-Treated Routes),307.3701075268817,2282,2282,1,10000,1,1,100,0,8.106213673354286,16.008276095275832,0.5388614927514299,48,8976,91.2433155080214,8190
14057-11278,Control (Never-Treated Routes),246.44528271405494,2350,2350,1,10000,0,1,100,0,6.257312574453187,11.315052652052383,0.5388614927514299,91,14290,84.62561231630511,12093
14057-11298,Control (Never-Treated Routes),247.99434070464375,1616,1616,2,6393.45492905294,1,2,100,0,12.816621506250957,18.764699610627915,3.8870757784657153,436,62290,87.77010756140633,54672
14057-11433,Control (Never-Treated Routes),340.1380073800739,1953,1953,1,10000,1,1,100,0,10.899423549897495,21.17802918169558,0.5388614927514299,82,13168,89.25425273390036,11753
14057-11603,Control (Never-Treated Routes),104.05,106,106,1,10000,1,0,0,0,6.424709402870316,11.081008695646926,6.6691296919851455,249,7526,60.64310390645762,4564
14057-11618,Control (Never-Treated Routes),290.6345362903226,2434,2434,1,10000,1,1,100,0,6.4788396023385975,11.323786692578333,1.116896174832355,172,25496,88.4570128647631,22553
14057-12264,Control (Never-Treated Routes),290.11771812080525,2327,2327,1,10000,1,1,100,0,6.433025267557184,6.932189138754088,1.6258180144905605,91,15066,91.33147484401964,13760
14057-12266,Control (Never-Treated Routes),316.9125737265416,1825,1825,1,10000,1,1,100,0,6.950910643051255,11.273427610427342,0.5388614927514299,264,38369,95.48593916964217,36637
14057-12478,Control (Never-Treated Routes),279.74964157706086,2454,2454,1,10000,0,1,100,0,7.99346857531507,13.189648644295435,0.5388614927514299,102,16309,91.97988840517506,15001
14057-12892,Control (Never-Treated Routes),156.45014924337852,834,834,2,5658.33006246699,0,1,68.14290581008166,0,7.17683008714638,11.416050067126605,1.123656814388857,1021,109920,82.78475254730712,90997
14057-12954,Control (Never-Treated Routes),118.65117647058824,846,846,1,10000,1,0,0,0,14.105089235573175,15.742783841402764,1.6258180144905605,91,5970,88.45896147403684,5281
14057-13024,Control (Never-Treated Routes),177.34799999999998,241,241,1,10000,1,0,0,0,3.4581626988415413,7.0846129268600375,3.7997310579688213,89,2670,64.49438202247191,1722
14057-13198,Control (Never-Treated Routes),198.20825613079018,1482,1482,1,10000,1,0,0,1,8.057363098641641,15.218046210218356,0.5388614927514299,87,12461,88.37171976566889,11012
14057-13232,Control (Never-Treated Routes),221.3797674418605,1751,1751,1,10000,1,0,0,1,9.169646509175182,20.081659179852945,0.5388614927514299,134,22522,88.47349258502797,19926
14057-13487,Control (Never-Treated Routes),316.1472166666667,1426,1426,1,10000,1,1,100,0,5.257853017616579,5.68723784390971,0.5388614927514299,306,48417,89.87545696759402,43515
14057-13796,Control (Never-Treated Routes),140.6056827924066,543,543,1,10000,1,0,0,1,14.616652592031869,25.502606499802184,1.3436904665944884,493,70220,74.75078325263458,52490
