route,comparison_group,baseline_avg_fare,baseline_avg_distance,baseline_distance_2,baseline_num_carriers,baseline_hhi,baseline_hub_route,baseline_n_legacy_carriers,baseline_legacy_carrier_share,baseline_n_lcc_carriers,baseline_avg_delay,baseline_delay_15_rate,baseline_cancellation_rate,baseline_avg_scheduled_flights,baseline_avg_seat_capacity,baseline_load_factor,baseline_route_size
10821-12892,Control (Never-Treated Routes),266.8917939769926,2329,2329,2,5087.744112212031,1,1,43.37640157421846,1,14.334708297010199,27.231394374845724,0.5388614927514299,186,29289,91.95943869712178,26934
10821-12992,Control (Never-Treated Routes),210.50203125000004,912,912,1,10000,1,0,0,1,23.247518021180372,52.51189928368163,0.5388614927514299,92,12988,79.87372959655066,10374
10821-13198,Control (Never-Treated Routes),209.5120442751014,967,967,2,6208.890209764399,1,0,0,2,18.224709956944906,32.34975694147365,0.9176493715393088,263,35655,72.9014163511429,25993
10821-13232,Control (Never-Treated Routes),213.20773626373628,611,611,1,10000,1,0,0,1,14.221605260747616,29.64378613230731,1.8232651624762009,538,81302,75.82347297729453,61646
10821-13244,Control (Never-Treated Routes),134.08146307111826,787,787,2,5503.541343339095,1,0,0,2,24.562735412484724,34.03363841411641,0.5388614927514299,92,12274,84.59344956819292,10383
10821-13296,Control (Never-Treated Routes),129.17912237330034,377,377,1,10000,1,0,0,1,17.103938987021557,33.48285547783817,1.167792310361493,632,91250,83.35780821917808,76064
10821-13303,Control (Never-Treated Routes),169.52381161971826,946,946,1,10000,1,1,100,0,9.355243176459876,11.760734687408334,0.9852900641800013,223,33448,86.85422147811528,29051
10821-13342,Control (Never-Treated Routes),166.3321664626683,641,641,1,10000,1,0,0,1,23.33827282964974,41.65445625798259,1.2823559165432514,267,38151,77.62575030798669,29615
10821-13487,Control (Never-Treated Routes),253.44354575163374,936,936,1,10000,1,1,100,0,8.1594923618788755,9.621664073417904,0.5388614927514299,306,44899,73.99273925922625,33222
10821-13495,Control (Never-Treated Routes),202.09014470677832,998,998,1,10000,1,0,0,1,18.39192795906857,36.246371333371066,0.5388614927514299,226,32288,87.90882061446978,28384
10821-13851,Control (Never-Treated Routes),224.60689320388352,1180,1180,1,10000,1,0,0,1,38.93230062987603,61.20755145759467,0.5388614927514299,92,13120,78.52134146341463,10302
10821-13930,Control (Never-Treated Routes),209.25763516202983,622,622,3,4910.307218503359,1,1,62.977538518656026,0,14.817631999673807,20.93506546238594,2.6276343387044325,752,64670,83.29982990567495,53870
10821-13931,Control (Never-Treated Routes),162.90590785907858,159,159,1,10000,1,0,0,1,18.800687972565704,35.86239042931317,1.2430868448641061,283,40367,71.05556518938737,28683
10821-14027,Control (Never-Treated Routes),203.07096246390762,883,883,1,10000,1,0,0,1,20.403832720973334,35.6240769610767,0.5388614927514299,231,33467,89.89153494487107,30084
10821-14100,Control (Never-Treated Routes),63.81454545454545,90,90,1,10000,1,1,100,0,10.931819354223123,22.978827473721942,1.1340995879895253,167,20824,59.849212447176335,12463
10821-14107,Control (Never-Treated Routes),268.9203687275683,1999,1999,2,5003.288580775454,1,1,48.717701131667376,1,13.011740665642204,28.417230679680284,0.5388614927514299,390,57483,90.0822851973627,51782
10821-14122,Control (Never-Treated Routes),148.28408366533864,210,210,1,10000,1,0,0,1,13.476207480125547,24.37085523097635,0.8278788337918926,345,49207,65.09642936980511,32032
10821-14307,Control (Never-Treated Routes),126.50968383477822,327,327,1,10000,1,0,0,1,17.28845814121519,29.269457455772258,1.223792999600745,726,103894,81.17889387260092,84340
10821-14321,Control (Never-Treated Routes),173.1444512195122,452,452,1,10000,1,0,0,1,14.275423802483921,30.31560182617191,0.911995821109639,267,37835,73.35007268402272,27752
10821-14492,Control (Never-Treated Routes),155.95859439322228,255,255,2,9312.626286988216,1,0,0,1,17.338823301294358,30.990613048752497,1.85899350595275,599,77573,76.24946824281645,59149
10821-14576,Control (Never-Treated Routes),137.0601604278075,277,277,1,10000,1,0,0,1,18.166071456327206,39.609240443610126,1.1038332441638594,176,25144,74.10913140311804,18634
10821-14635,Control (Never-Treated Routes),200.2977120846302,919,919,2,5015.760889607898,1,0,0,2,15.407622716987587,27.198802402376348,0.8409762963768077,330,43204,89.33663549671327,38597
10821-14679,Control (Never-Treated Routes),269.26026061776037,2295,2295,1,10000,1,0,0,1,16.98052306561948,32.91665546912481,0.5388614927514299,181,28187,94.05754425799128,26512
10821-14683,Control (Never-Treated Routes),224.53400975609745,1407,1407,1,10000,1,0,0,1,17.003002664179974,34.91118129405258,0.5388614927514299,218,32250,84.98294573643412,27407
10821-14730,Control (Never-Treated Routes),148.50408096280088,495,495,1,10000,1,0,0,1,18.239320099938972,36.324664618186084,0.8755618294517666,296,42154,69.55686293115718,29321
10821-14771,Control (Never-Treated Routes),266.219793814433,2457,2457,1,10000,1,1,100,0,5.753940946081557,13.924942761942493,0.5388614927514299,88,11356,90.11976047904191,10234
10821-14869,Control (Never-Treated Routes),275.96479250632314,1865,1865,2,5304.49686286449,1,1,62.33889911751634,1,13.71985003699065,22.08609978673589,0.5388614927514299,243,35760,88.09284116331096,31502
10821-15016,Control (Never-Treated Routes),189.3127965540095,738,738,1,10000,1,0,0,1,20.06861248758018,38.24356858905391,1.509735279159197,409,58097,78.8388384942424,45803
10821-15304,Control (Never-Treated Routes),166.58811434889344,842,842,2,5081.534263768686,1,0,0,2,16.008759579061483,29.186729362438772,1.1542461081360453,647,85691,84.65999929980978,72546
10849-10397,Control (Never-Treated Routes),267.82571428571435,1640,1640,1,10000,1,1,100,0,20.68954700668762,29.20272053972027,0.5388614927514299,18,2720,89.15441176470588,2425
10849-12892,Control (Never-Treated Routes),248.5903125,902,902,1,10000,1,0,0,0,12.674395491536103,37.788579125578856,0.5388614927514299,22,1542,75.4863813229572,1164
10849-13487,Control (Never-Treated Routes),292.728679245283,874,874,1,10000,1,1,100,0,15.006816082992838,19.497231918569003,0.5388614927514299,83,10994,86.62907040203748,9524
10849-14771,Control (Never-Treated Routes),299.7781818181818,807,807,1,10000,1,0,0,0,47.20236751950813,78.34801968501941,0.5388614927514299,13,650,72.76923076923076,473
10849-14869,Control (Never-Treated Routes),274.5795081967213,347,347,1,10000,1,0,0,0,8.499848820001482,9.21063096931745,1.7436807698598635,331,17357,89.64106700466671,15559
10868-10397,Control (Never-Treated Routes),220.08962111655507,192,192,2,5025.8361791425905,1,1,46.405825606443756,0,11.084342879276226,14.34553495575138,0.5388614927514299,758,55562,76.86548360390195,42708
10868-11298,Control (Never-Treated Routes),229.96990973732605,922,922,2,5110.972784523778,1,0,0,0,9.541825124640539,18.10753674095619,6.285987929533038,247,12338,81.71502674663641,10082
10868-11618,Control (Never-Treated Routes),174.20651162790696,602,602,1,10000,1,0,0,0,15.030499387640003,30.567799904799635,8.53886149275143,23,1150,61.04347826086956,702
10868-12264,Control (Never-Treated Routes),275.66038461538466,401,401,1,10000,1,0,0,0,18.603432691680574,29.91572266141136,4.068273257457313,258,12900,66.31007751937985,8554
10868-12266,Control (Never-Treated Routes),353.5625,878,878,1,10000,1,0,0,0,14.968851035991648,24.73734464577295,1.637762591652529,91,4524,79.3103448275862,3588
10868-12953,Control (Never-Treated Routes),214.342987012987,617,617,1,10000,1,0,0,0,17.65638297561285,36.61459731329151,10.398016422328894,64,3200,65.625,2100
10868-13930,Control (Never-Treated Routes),265.17517985611505,667,667,1,10000,1,0,0,0,23.053230646845577,31.783488240617615,5.3007662546561916,242,12100,78.36363636363637,9482
10874-10397,Control (Never-Treated Routes),147.1573946908475,528,528,2,5053.761535015392,1,1,55.18466657632835,1,15.40951015303956,22.835103516198753,0.69486773300104,640,84748,78.36999103223675,66417
10874-10721,Control (Never-Treated Routes),142.34509225092253,549,549,1,10000,1,0,0,1,5.744144707837044,8.381638832511861,1.4009304582686712,116,13572,72.22222222222221,9802
10874-11433,Control (Never-Treated Routes),208.94999999999996,133,133,1,10000,1,0,0,0,8.039061407834826,15.22806182493941,1.2430868448641061,282,14126,91.6961631034971,12953
10874-12953,Control (Never-Treated Routes),138.65878787878788,397,397,1,10000,1,0,0,1,16.651996991298265,26.725035098045915,1.1236568143888568,170,19890,81.77978883861236,16266
10874-13204,Control (Never-Treated Routes),168.47149575944485,861,861,1,10000,1,0,0,1,11.62894094608156,18.09160942860916,0.5388614927514299,198,23186,80.62192702492884,18693
10874-13232,Control (Never-Treated Routes),109.45488636363636,333,333,1,10000,1,0,0,1,5.6331367502773615,4.501865838865574,0.5388614927514299,65,9259,61.09731072470029,5657
10874-13930,Control (Never-Treated Routes),172.99302788844622,343,343,1,10000,1,0,0,0,21.60000502697961,29.653473608608717,5.477133097689702,232,11600,91.92241379310346,10663
10874-14635,Control (Never-Treated Routes),177.58181818181816,991,991,1,10000,1,0,0,1,20.163741213133967,29.607317302946168,1.7016521904258488,85,9985,90.20530796194292,9007
10874-15304,Control (Never-Treated Routes),184.2593729372938,894,894,1,10000,1,0,0,1,12.80281561510186,18.9006709172823,0.5388614927514299,103,12051,89.56933034602937,10794
10918-14869,Control (Never-Treated Routes),69.85793103448276,221,221,1,10000,1,0,0,0,7.567752134892748,12.749729086728816,3.102964056853994,152,7600,44.881578947368425,3411
10930-10157,Control (Never-Treated Routes),68,56,56,1,10000,1,0,0,0,8.136343543484156,14.13922847622821,8.33106928495922,71,2130,25.44600938967136,542
10930-14771,Control (Never-Treated Routes),188.26000000000002,304,304,1,10000,1,0,0,0,18.607436504497606,20.027286811532083,13.556612972041371,149,4470,53.40044742729306,2387
10980-10397,Control (Never-Treated Routes),155.49,106,106,1,10000,1,0,0,0,13.739598422602823,20.666360259173945,0.9264583919762361,519,26092,91.18887015177066,23793
10980-11298,Control (Never-Treated Routes),237.50645454545455,695,695,1,10000,1,0,0,0,14.785858475840838,16.186546562603212,8.231169185059121,157,7140,81.98879551820728,5854
10980-11433,Control (Never-Treated Routes),227.29859375000004,505,505,1,10000,1,0,0,0,9.550458277670831,17.252280891438897,0.5388614927514299,139,6950,75.33812949640287,5236
10980-13930,Control (Never-Treated Routes),169.3246551724138,501,501,1,10000,1,0,0,0,26.083749905238342,30.26552247208742,1.6258180144905605,91,4226,86.37008991954566,3650
10990-10397,Control (Never-Treated Routes),269.43108910891084,457,457,1,10000,1,0,0,0,12.785904353044964,23.016314353314087,1.3325122864022236,251,12550,91.42629482071713,11474
10990-13930,Control (Never-Treated Routes),218.85572289156627,567,567,1,10000,1,0,0,0,10.488249132102752,19.80580056683208,6.5828175367074735,172,7574,85.02772643253235,6440
10994-10397,Control (Never-Treated Routes),259.41208397538503,259,259,2,9512.889852482233,1,1,97.50205181085461,0,6.55527138831306,10.376650653579715,0.5388614927514299,852,118593,80.13795080654002,95038
10994-10693,Control (Never-Treated Routes),139.6958403361345,439,439,1,10000,1,0,0,1,28.173417974429555,45.51096426731884,0.53886149275143,93,13319,79.40536076282004,10576
10994-10821,Control (Never-Treated Routes),155.91374814814813,472,472,1,10000,1,0,0,1,17.90768426158958,31.572001585471902,0.5388614927514299,272,38650,81.99223803363519,31690
10994-11057,Control (Never-Treated Routes),210.6697221910689,168,168,2,5355.404189731625,1,1,36.66950507798708,0,10.924643255635475,18.905737756191346,1.94511149275143,632,57829,83.26099361911844,48149
10994-11298,Control (Never-Treated Routes),235.95739999999992,987,987,1,10000,1,0,0,0,11.270325564799116,19.766756967754347,6.352814981123522,244,10958,81.51122467603578,8932
10994-11433,Control (Never-Treated Routes),251.78724137931027,667,667,1,10000,1,0,0,0,6.8562136733542856,4.36611923253073,0.5388614927514299,136,6825,81.46520146520146,5560
10994-11618,Control (Never-Treated Routes),185.94572207084465,628,628,1,10000,1,0,0,0,17.368801724235535,25.885510761854903,4.78815327745398,338,16900,86.81656804733728,14672
10994-12191,Control (Never-Treated Routes),229.6159615384616,928,928,1,10000,1,0,0,1,15.595344108136896,31.85972537063815,0.5388614927514299,92,12940,83.74806800618238,10837
10994-12264,Control (Never-Treated Routes),222.18513738089757,441,441,2,7892.3995042657325,1,0,0,0,14.478190150698989,20.730193704928475,3.66386149275143,312,16084,85.9549863218105,13825
10994-12266,Control (Never-Treated Routes),288.6713846153847,925,925,1,10000,1,0,0,0,20.71499428825788,24.53593807199982,1.52896050265242,100,4974,91.69682348210696,4561
10994-12478,Control (Never-Treated Routes),114.5625,636,636,1,10000,0,0,0,0,26.42021367335429,43.0249427619425,3.8721948260847636,30,1500,75.93333333333334,1139
10994-12953,Control (Never-Treated Routes),178.16978395061733,641,641,1,10000,0,0,0,0,18.143809268895133,26.41400453557591,3.6316449979060694,189,12285,68.52258852258852,8418
10994-13232,Control (Never-Treated Routes),183.55899328859056,745,745,1,10000,1,0,0,1,12.020335810758867,26.61578245659898,0.5388614927514299,131,18721,82.98167832914909,15535
10994-13303,Control (Never-Treated Routes),272.04572916666666,489,489,1,10000,1,0,0,0,6.348637915778528,9.00070033770007,0.5388614927514299,132,6162,84.69652710159039,5219
10994-13930,Treated (Future Entry Routes),230.57905128496256,760,760,3,4052.7955233910097,0,0,0,0,17.17048164496601,26.80263278025751,5.61698649275143,243,13234,90.85688378419223,12024
11002-14771,Control (Never-Treated Routes),113.62820512820512,153,153,1,10000,1,0,0,0,12.590819981311416,13.796951202166827,2.0203429742329115,266,7980,57.15538847117795,4561
11003-10397,Control (Never-Treated Routes),274.29383755233795,694,694,2,8509.904209497812,1,0,0,0,18.292119699343544,27.07598303620027,2.1782057550465117,241,12050,87.41078838174275,10533
11003-11298,Control (Never-Treated Routes),270.38972774972814,685,685,2,6164.136481141403,1,0,0,0,18.93109543670036,26.75233201283736,8.090348906939072,406,20084,80.47699661422027,16163
11003-11433,Control (Never-Treated Routes),330.1222950819672,430,430,1,10000,1,0,0,0,9.595683659300882,14.3299819107078,1.5627522777343652,291,14545,75.92299759367481,11043
11003-13487,Control (Never-Treated Routes),181.1227083333333,220,220,1,10000,1,0,0,0,19.66330486426103,23.22809440234549,1.1717728851564932,315,15773,83.50979521967919,13172
11003-13930,Control (Never-Treated Routes),162.55535340203178,196,196,3,4023.2199716022774,0,0,0,0,18.477529582497464,24.74209137960461,3.119506654041753,303,14859,88.26300558584023,13115
11013-11433,Control (Never-Treated Routes),232.29714285714286,284,284,1,10000,1,0,0,0,10.478653218652752,13.087540519214807,3.497441374408235,164,8198,66.24786533300805,5431
11041-12892,Control (Never-Treated Routes),145.69117647058823,86,86,1,10000,1,0,0,0,10.675369420010032,18.191254528254262,2.0540130079029453,585,17550,71.52706552706553,12553
11049-11298,Control (Never-Treated Routes),149.46590909090912,164,164,1,10000,1,0,0,0,11.587215867244048,18.269847198752462,7.9121333821523505,404,18591,83.22844387069011,15473
11049-12266,Control (Never-Treated Routes),161.28111111111113,74,74,1,10000,1,0,0,0,9.752361929168238,11.708372994500635,1.0039777718211973,220,8322,75.73900504686374,6303
11057-10135,Control (Never-Treated Routes),242.0578125,481,481,1,10000,1,0,0,0,10.398042288089304,16.318751744421427,4.934465888355826,87,6873,62.810999563509384,4317
11057-10257,Control (Never-Treated Routes),225.99521069721266,646,646,2,5609.430547605834,1,1,67.45609560591707,0,12.312006648851694,19.597164628745645,1.4793003642247844,317,37245,73.69042824540206,27446
11057-10397,Control (Never-Treated Routes),244.01239764678047,226,226,3,4881.269651665117,1,2,97.90140984284162,0,11.640302120277529,20.061305760111207,1.4490556675087116,1639,253073,87.95011715987087,222578
11057-10423,Treated (Future Entry Routes),277.5112481994289,1032,1032,2,5830.445867674029,1,1,29.622980251346497,0,18.488598529877073,32.71663957088069,1.7927799880492357,317,28166,87.01271036000851,24508
11057-10431,Control (Never-Treated Routes),64.27499999999999,91,91,1,10000,1,0,0,0,11.85580932176095,25.411656923875682,4.385015338905276,125,9875,71.8886075949367,7099
11057-10434,Control (Never-Treated Routes),219.4857692307692,509,509,1,10000,1,0,0,0,9.580734932685672,13.166260515918477,3.0705070623716835,78,6162,77.5884453099643,4781
11057-10529,Control (Never-Treated Routes),239.6670173146606,644,644,2,9387.680608880124,1,1,96.83844899695187,0,9.110424510203767,16.807345594009753,1.551007241739284,489,69850,80.78453829634931,56428
11057-10599,Control (Never-Treated Routes),231.43881578947372,350,350,1,10000,1,0,0,0,14.946941523209034,24.571312219953597,1.5224680501284793,302,23858,82.5173945846257,19687
11057-10693,Control (Never-Treated Routes),251.8569125112584,328,328,2,8286.971427959725,1,1,90.5399274047187,0,9.898521365661978,20.655711992711726,0.5388614927514299,520,63527,83.26538322288161,52896
11057-10721,Control (Never-Treated Routes),150.99135080645155,728,728,1,10000,1,1,100,0,7.905282641590592,15.695475672087527,1.1662140648969759,795,138513,87.97008223054875,121850
11057-10792,Control (Never-Treated Routes),258.9834383338184,546,546,2,9553.554139567748,1,1,97.71558518748223,0,8.647011933168127,14.782389139927114,0.8221476117316001,352,45939,84.23561679618625,38697
11057-10821,Control (Never-Treated Routes),142.32053333074774,361,361,2,7058.383245413595,1,1,82.08101654727913,1,11.864549641671243,21.465561034499935,0.850711804601742,959,149066,80.3523271570982,119778
11057-10994,Control (Never-Treated Routes),227.20107828963543,168,168,2,5410.764855224195,1,1,35.6688302078268,0,12.471334237145841,21.57460021926505,1.94511149275143,631,57750,81.9030303030303,47299
11057-11066,Control (Never-Treated Routes),265.85825375845656,347,347,2,5970.438015257457,1,1,27.972312703583064,0,12.947915227520715,23.75963336238982,2.9647375035331014,362,31925,76.93030540328895,24560
11057-11193,Control (Never-Treated Routes),313.58483198285853,335,335,2,8070.3363504204735,1,0,0,0,13.080907919699614,18.96769039585631,1.9593160382059753,348,25806,88.0764163372859,22729
11057-11252,Control (Never-Treated Routes),113.5,416,416,1,10000,1,0,0,0,25.156213673354287,28.09160942860916,0.5388614927514299,15,1185,66.49789029535866,788
11057-11278,Control (Never-Treated Routes),219.91712938005392,331,331,1,10000,1,1,100,0,7.950497302747446,13.635661986826616,1.684993297909023,690,85413,73.91146546778593,63130
11057-11292,Treated (Future Entry Routes),306.0337375415281,1337,1337,1,10000,1,1,100,0,9.81316370849581,19.495651768821716,0.9833059371958744,451,80796,88.90662904104164,71833
11057-11298,Control (Never-Treated Routes),276.3732750555605,936,936,2,5553.305128399555,1,2,100,0,11.862729048217965,22.94453348928452,4.230411943940929,1176,191846,82.78567184095577,158821
11057-11423,Control (Never-Treated Routes),247.49474452554745,815,815,1,10000,1,0,0,0,15.933136750277365,31.095272432272164,0.5388614927514299,182,14378,80.90137710390874,11632
11057-11433,Control (Never-Treated Routes),288.6531597328191,500,500,5,4895.047798139709,1,2,86.9727587483396,0,10.356326095962203,16.10926589560686,1.1555110302642768,969,113082,81.22070709750446,91846
11057-11618,Control (Never-Treated Routes),225.26619403334612,529,529,2,7749.148316299662,1,1,87.07524994049037,0,18.698308691354462,28.226041621966313,2.5582475993750164,1216,159240,84.42099974880684,134432
11057-11697,Control (Never-Treated Routes),253.36903761061947,631,631,1,10000,1,1,100,0,11.132376498222339,21.722216867710483,0.680504552241515,706,104945,89.54785840202011,93976
11057-11995,Control (Never-Treated Routes),69.5014075192821,83,83,2,5395.726931468597,1,1,35.93360509105839,0,12.160294630986227,18.804747875515023,3.3269655819707604,524,47536,71.73300235610905,34099
11057-11996,Control (Never-Treated Routes),198.98499999999999,75,75,1,10000,1,0,0,0,18.24138964207096,33.63255029838046,1.5697893278029764,96,7584,82.64767932489451,6268
11057-12191,Control (Never-Treated Routes),200.55031847133756,920,920,1,10000,1,0,0,1,10.902733819874431,24.978056315056048,1.637762591652529,91,13007,75.63619589451834,9838
11057-12217,Control (Never-Treated Routes),233.31877192982455,333,333,1,10000,1,0,0,0,11.112247279121856,17.321150308460414,2.5489117440077114,195,15405,63.99221032132425,9858
11057-12264,Treated (Future Entry Routes),224.54312952147745,322,322,2,8107.447675858283,1,0,0,0,15.89327878891784,26.472902271218558,2.954320429949498,812,57986,79.85030869520229,46302
11057-12266,Control (Never-Treated Routes),263.5191009017069,912,912,3,6768.572229284914,1,1,80.9003336149009,0,12.582012120904434,22.488521905889545,1.3207902503535152,1145,130419,89.86497366181308,117201
11057-12323,Control (Never-Treated Routes),233.65539119272876,185,185,2,5196.471624903555,1,1,40.088601892176,0,13.912442206756964,20.44132193544001,1.927750381640319,568,52547,76.03478790416199,39954
11057-12339,Control (Never-Treated Routes),233.9002934082268,427,427,2,5645.726355896334,1,1,67.96839386111533,0,9.036485782197822,14.350112829969705,0.5388614927514299,147,15548,84.65397478775405,13162
11057-12451,Control (Never-Treated Routes),267.76799934967937,328,328,2,8960.177152891602,1,1,94.49818621523579,0,11.106723991209408,17.74567967807883,0.7052508438329609,601,74154,89.2197319092699,66160
11057-12478,Control (Never-Treated Routes),140.91007296950986,541,541,2,9528.285614306915,1,1,97.5830096479138,0,13.333772282859092,23.770890504396828,1.2369417719835416,571,92557,86.22794602245104,79810
11057-12892,Control (Never-Treated Routes),357.55893459915626,2125,2125,1,10000,1,1,100,0,11.687642244782857,20.282085619085354,0.5388614927514299,526,98299,91.09146583383351,89542
11057-12953,Control (Never-Treated Routes),161.4639489683743,544,544,4,6579.88782889788,1,1,80.19872163824179,0,17.068370077081262,27.2789954113415,2.7812857351756723,1615,196782,83.87708225345814,165055
11057-12992,Control (Never-Treated Routes),278.74233333333336,640,640,1,10000,1,0,0,0,14.662591975431319,24.19203290108345,4.561849998498555,167,13193,74.03926324566058,9768
11057-13198,Control (Never-Treated Routes),235.507136424036,808,808,2,8553.73147530556,1,1,92.15288528265627,0,8.639996027006923,18.528345942881057,1.3201114927514301,381,45692,81.99684846362601,37466
11057-13204,Treated (Future Entry Routes),164.66503253353162,468,468,2,8737.930382047067,1,1,93.23153005647075,1,12.817151173354286,25.07247510165003,0.6513474320090227,890,163205,91.685303759076,149635
11057-13230,Control (Never-Treated Routes),223.71350331659315,413,413,2,6496.07370961597,1,1,22.6497375733251,0,10.303215498789951,15.448821096829867,3.057753180408861,387,33588,77.14659997618197,25912
11057-13232,Control (Never-Treated Routes),169.34037288135593,584,584,1,10000,1,0,0,1,13.932300629876025,23.70755145759467,0.5388614927514299,184,26288,78.03180158247109,20513
11057-13244,Control (Never-Treated Routes),288.87298553120866,511,511,3,4324.906971687789,1,1,42.28637310983992,0,13.232401794539964,20.11760198339173,1.3906502491398454,583,51500,87.57669902912622,45102
11057-13296,Control (Never-Treated Routes),192.9914953271028,737,737,1,10000,1,0,0,0,10.322530514933497,17.009650408119402,2.712774536229691,90,7110,84.41631504922644,6002
11057-13303,Control (Never-Treated Routes),238.70724911269704,650,650,2,7412.570818363674,1,1,84.73161973161973,0,11.18588976397402,19.361658732734487,1.2728064468798703,1085,128433,82.39315440735636,105820
11057-13342,Control (Never-Treated Routes),241.37852631578946,651,651,1,10000,1,0,0,0,19.89528930360639,28.777883938413083,1.7153320809867243,84,6636,85.7293550331525,5689
11057-13487,Control (Never-Treated Routes),319.7889711241225,930,930,4,4785.945966852739,1,2,84.9687435190946,0,11.53677777591839,19.168532505532237,0.6927076465975839,650,83494,80.85131865762808,67506
11057-13495,Control (Never-Treated Routes),235.13644637590278,651,651,2,9637.671834865809,1,1,98.15429282455412,0,10.59829518718252,21.55449152467903,0.7572021041051421,458,58640,82.23055934515689,48220
11057-13577,Control (Never-Treated Routes),202.22590909090908,157,157,1,10000,1,0,0,0,14.086870501532761,24.9475083443577,4.894578371154333,527,41633,66.90125621502175,27853
11057-13871,Control (Never-Treated Routes),257.09860869565216,913,913,1,10000,1,0,0,0,23.488704939143048,36.07512640433253,1.085309580183124,182,14378,83.42606760328279,11995
11057-13930,Treated (Future Entry Routes),204.70647148929058,599,599,5,5242.01832131889,1,2,76.6324270411005,0,15.97750954225881,26.097515057877825,3.1453459174176723,1537,179662,85.94026560986741,154402
11057-13931,Control (Never-Treated Routes),311.2032910341074,290,290,2,5016.201670298675,1,1,52.84619661115274,0,10.431661906871495,19.66111665423959,3.043333764665562,546,53888,76.77219418052258,41371
11057-14027,Control (Never-Treated Routes),264.26844262295083,590,590,1,10000,1,1,100,0,10.62840302246671,22.135001933540128,0.5388614927514299,507,72018,87.83637423977339,63258
11057-14057,Control (Never-Treated Routes),293.26604838709676,2282,2282,1,10000,1,1,100,0,12.397029999884897,29.996371333371062,0.5388614927514299,49,9163,77.5946742333297,7110
11057-14100,Treated (Future Entry Routes),283.91330557868446,449,449,1,10000,1,1,100,0,13.255110486113766,23.26219701169114,1.4833715281705562,845,136070,79.656794297053,108389
11057-14107,Control (Never-Treated Routes),334.8053743315508,1773,1773,1,10000,1,1,100,0,11.196034623379319,24.026468220610813,0.6749159145201375,738,136990,91.33513395138331,125120
11057-14122,Control (Never-Treated Routes),265.7846577946767,366,366,1,10000,1,1,100,0,7.3084049084140466,13.775540371504247,0.5388614927514299,753,105851,80.93168699398211,85667
11057-14193,Control (Never-Treated Routes),240.65363636363637,488,488,1,10000,1,0,0,0,16.647669504345,27.477985326612963,2.3703633242532614,268,21172,76.70035896467033,16239
11057-14307,Treated (Future Entry Routes),145.86888546995812,683,683,2,9320.282894318529,1,1,96.47732185872229,0,7.2741537887944014,13.404379991379722,1.0150519689419064,418,59085,82.20529745282221,48571
11057-14321,Control (Never-Treated Routes),218.93822695035456,813,813,1,10000,1,1,100,0,6.873063490204102,10.435931772931506,1.637762591652529,90,11160,81.54121863799283,9100
11057-14492,Control (Never-Treated Routes),164.97702121011716,130,130,2,9302.317820479702,1,1,96.3805876443998,0,10.390865268247362,18.76595984516998,1.0464757059493994,784,119479,79.98727809908017,95568
11057-14524,Control (Never-Treated Routes),299.0849331210779,257,257,2,5440.074178895506,1,1,64.83364720652857,0,8.599315818303731,15.495894173440067,0.8979279200404785,556,57496,83.11882565743703,47790
11057-14576,Control (Never-Treated Routes),269.9235772357724,573,573,1,10000,1,1,100,0,8.703693779455081,18.13581809350748,1.637762591652529,90,11160,88.84408602150538,9915
11057-14635,Control (Never-Treated Routes),258.4144652406417,600,600,1,10000,1,1,100,0,8.308876395247776,17.401274122889244,0.5388614927514299,507,79671,87.67682092605841,69853
11057-14679,Control (Never-Treated Routes),324.9007741935482,2077,2077,1,10000,1,1,100,0,9.431252237477114,22.660033200826277,2.109542121023681,188,35093,80.74259823896503,28335
11057-14683,Treated (Future Entry Routes),277.0925563062694,1095,1095,2,5149.463104006028,1,1,41.35525870815015,0,13.915563871766985,23.780101492101224,1.2333059371958743,288,26904,87.92744573297651,23656
11057-14685,Control (Never-Treated Routes),248.9042105263158,213,213,1,10000,1,0,0,0,15.132986941250941,26.156516995747076,3.4728468228247795,397,31363,80.50250294933521,25248
11057-14730,Control (Never-Treated Routes),233.58839999999998,335,335,1,10000,1,0,0,0,14.783213572982913,23.847907732332942,1.5265158137390842,401,31679,78.37999936866694,24830
11057-14747,Control (Never-Treated Routes),363.71630681818175,2279,2279,1,10000,1,1,100,0,10.866851971226627,24.829198081091427,0.53886149275143,188,34934,88.70441403790004,30988
11057-14771,Control (Never-Treated Routes),351.09237368922777,2296,2296,1,10000,1,1,100,0,9.362865558054951,17.167736553516775,0.5388614927514299,452,84439,89.57116972015301,75633
11057-14869,Control (Never-Treated Routes),296.71716025261287,1727,1727,2,5232.509111634215,1,2,100,0,10.552880340020952,16.909791246790977,1.2055281594180967,149,22310,84.9305244285074,18948
11057-14986,Control (Never-Treated Routes),210.14637168141593,547,547,1,10000,1,0,0,0,17.453568170708785,27.350868687868417,1.4912424451323825,104,8216,82.30282375851996,6762
11057-15016,Control (Never-Treated Routes),260.82096040791396,575,575,2,5952.143177328503,1,1,71.81906479811295,0,12.064343896358652,19.742823780052348,2.0130629669529045,404,43601,82.64718699112406,36035
11057-15096,Control (Never-Treated Routes),258.8374410731666,603,603,2,6392.542191597614,1,1,76.38694934619778,0,8.903374167181447,15.202720539720271,1.3619067602411419,241,28292,83.52537819878411,23631
